Gene,baseMean,log2FoldChange,pvalue,padj
PABPC1L|80336,775.6673652,2.43818899,2.98537073632255E-07,1.92077438735576E-06
BTN3A2|11118,2186.800854,2.436308731,1.47124996600202E-11,2.28310061095841E-10
PABPC3|5042,544.0728092,2.435570866,2.82229855251051E-24,3.46747240632964E-22
GPR1|2825,75.69495672,2.435132679,0.00072364953991865,0.00216914933574061
WWTR1|25937,1521.58284,2.433591526,4.20828145704229E-08,3.29438072341269E-07
CDKN3|1033,406.6836066,2.432108124,9.48830329716612E-10,1.03576617033977E-08
C2orf62|375307,24.67717419,2.432104982,0.00152453883945069,0.00422937288568451
CLEC2B|9976,384.0562343,2.429005035,6.62538954533562E-06,3.19173673676271E-05
FBXO5|26271,625.0014326,2.428229122,5.5444773977204E-16,1.88287719233501E-14
FOXA3|3171,15.10551736,2.426661667,0.00244525826234372,0.00643648834911954
GAS1|2619,1704.085266,2.423919516,5.12640396480099E-06,2.54367218429029E-05
MAD2L1|4085,977.0514355,2.420194537,2.38496825935321E-10,2.9527376607615E-09
HLA-B|3106,43290.4835,2.419588729,8.90680975881514E-09,7.97231802495523E-08
SLC2A2|6514,1.167664389,2.415511264,0.0205840779245019,0.041913467653934
PTK7|5754,2109.173648,2.414981897,8.01846385129923E-17,3.23573533949186E-15
SNORD17|692086,11.93721562,2.414517115,0.108229238792884,0.174912820361017
GBAS|2631,11018.00029,2.412190978,0.000203234004249522,0.000694205898347623
ZWINT|11130,723.0160836,2.406119097,1.22692129005229E-11,1.93192528684234E-10
FLJ40852|285962,184.3228094,2.403696598,1.73223545245823E-11,2.6497295513455E-10
CABP4|57010,39.76704686,2.402595498,1.93753008690263E-07,1.30401318374964E-06
JAG1|182,4269.327545,2.400541118,6.28845999217394E-10,7.15623037103499E-09
DNAJC5B|85479,12.55926387,2.400206462,0.000783888216949045,0.00232800920965822
COL5A2|1290,4721.508497,2.399763887,1.8362656291154E-06,9.99992312817813E-06
KIF4B|285643,23.96875019,2.396949168,2.13120992723633E-07,1.41803754006421E-06
BMF|90427,537.9037806,2.39351228,5.36227501063309E-10,6.18988166846809E-09
AFP|174,13.34769356,2.39187356,0.00397007683172346,0.00987349303856548
PSPH|5723,2989.933823,2.391833762,6.63196604642346E-05,0.000253817446566393
CTSS|1520,3129.303082,2.391042488,5.7511683789807E-08,4.35719901265353E-07
NAMPT|10135,13907.18621,2.390205025,1.01236383974711E-05,4.67612215155221E-05
TRIM34|53840,324.7694661,2.389682795,5.80785544862356E-11,8.07116165335013E-10
C14orf19|280655,18.81913959,2.389070698,6.49554619380464E-10,7.35716914458588E-09
LOC100233209|100233209,115.1938261,2.388952253,2.71556277914975E-07,1.76424689952912E-06
SH2D4A|63898,230.1048564,2.388798487,1.4251355142301E-08,1.22399239339522E-07
FLVCR2|55640,485.6066164,2.387230698,9.90386403556546E-15,2.69591146343591E-13
NXT1|29107,1078.684499,2.386149271,6.17388338404782E-15,1.75085208125263E-13
ADAMTS15|170689,126.4912194,2.385309786,0.00011630119433512,0.000421283330991573
RBP1|5947,4618.026872,2.384876529,8.1090753401225E-07,4.75428432327121E-06
P2RY8|286530,99.26393548,2.384248554,2.22819154584879E-06,1.19553787838323E-05
MAK|4117,46.07475491,2.383466096,0.000170034345497571,0.00059137982154754
RPSAP52|204010,13.80969304,2.3794953,0.00377292102375319,0.00942570568931164
ARSJ|79642,567.8317135,2.379491634,1.3725436100514E-05,6.15554375593618E-05
BARD1|580,263.5959138,2.379491384,4.44748971572397E-13,9.01811850930146E-12
NOD2|64127,127.3824698,2.378370209,3.95475826497342E-07,2.47271741241726E-06
SCGB1D2|10647,22.24833859,2.376950296,0.00269580196964361,0.00701934721820404
KDELR3|11015,410.5462766,2.375281648,3.404164223939E-05,0.000139678629473643
DBF4|10926,649.3691366,2.374748735,1.12338837022451E-14,3.01415396874295E-13
MR1|3140,409.4161637,2.3744689,3.58997039693265E-13,7.40608973116939E-12
S100A16|140576,9059.064978,2.373115816,1.07684322816781E-09,1.16235193218405E-08
C9orf100|84904,154.1010654,2.372256955,8.88156517025956E-09,7.95710685411689E-08
RHOC|389,15501.67753,2.369822942,2.24804070036435E-16,8.30698411289808E-15
MASP1|5648,2923.29577,2.367662561,2.19600955069305E-06,1.18089847291102E-05
PDIA4|9601,8457.576738,2.366173242,6.18396851969268E-17,2.52717306729559E-15
PA2G4P4|647033,278.6096086,2.365215043,3.6380695625779E-37,2.06396246448721E-34
PTCRA|171558,25.91116671,2.363841563,8.52718596426222E-05,0.000318021829204667
ANKRD22|118932,318.5770535,2.362228654,9.21337766334037E-06,4.29994778001869E-05
GALR1|2587,212.2829815,2.36214918,0.000542916254932072,0.00167182497467828
RP2|6102,1212.700452,2.361747118,5.10384982844451E-26,7.87585274726929E-24
FCGR3A|2214,8229.524938,2.360972003,2.06723924278704E-07,1.38023460554237E-06
XRCC2|7516,126.5867347,2.36060095,1.2595624755272E-08,1.09440092749749E-07
CCL20|6364,82.32418092,2.36035837,0.00184705188418337,0.005022241865522
LRRC8E|80131,51.29065559,2.35965155,0.00098345116508739,0.00285045672777921
ARL11|115761,151.4044128,2.359339165,5.41938698896645E-08,4.13506944739611E-07
SAMD9|54809,1085.707317,2.358605787,2.73500043543334E-07,1.77448447356454E-06
HPSE|10855,190.3975717,2.357697839,6.03373004512898E-07,3.62908072468017E-06
IL2RG|3561,171.0456183,2.357242821,2.28301445093711E-07,1.50636004427999E-06
LOC400696|400696,16.20057514,2.356739703,0.00271089681716477,0.00704913571128218
IL1RAP|3556,3072.567616,2.35628568,1.84654806950043E-06,1.00445757790733E-05
EBF3|253738,59.56530519,2.355673486,0.0161063760261718,0.0339425201757705
LOC100270710|100270710,206.6104332,2.355638309,1.27879241722524E-10,1.66441477299985E-09
GNG12|55970,5475.056709,2.353771868,3.84201135798141E-20,2.54668581045029E-18
FAM65C|140876,314.7799087,2.352934345,1.60262280544894E-05,7.07372391293534E-05
C1QB|713,16326.3735,2.352136277,9.72194629808652E-08,6.99726202029071E-07
DNALI1|7802,2396.686289,2.351993229,7.17791697006553E-10,8.04502268655398E-09
PPP1R3B|79660,939.2571378,2.35183454,2.23296725578529E-10,2.78061364731069E-09
TM6SF2|53345,67.34862886,2.351371655,4.19375876788188E-07,2.60610221886835E-06
C1QA|712,10526.40566,2.349924171,2.3732216027797E-07,1.55969579202786E-06
TREML2|79865,11.32619736,2.349510557,0.000539535820218659,0.00166221153748566
WT1|7490,25.95383757,2.349169057,0.00266593750563124,0.00695574795802853
PVT1|5820,153.4349068,2.349023295,1.52151404461334E-12,2.81655320600257E-11
PCNA|5111,5165.59202,2.348784786,2.51703985000585E-18,1.25455249784917E-16
